INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
BDS32,CLASSIC BURGER,CLASSIC BURGER,34,79.000,PC,12.000,8.460,9.333333,1,IRIGA
BDS33,CHESY BURGER,CHESY BURGER,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS34,BACON BURGER,BACON BURGER,34,109.000,PC,12.000,11.680,9.333333,1,IRIGA
BDS35,XTRM REUBEN BURGER,XTRM REUBEN BU,34,299.000,PC,12.000,28.820,9.333333,1,IRIGA
BDS36,CHKN BURGER,CHKN BURGER,34,179.000,PC,12.000,19.180,9.333333,1,IRIGA
BDS37,DNB W EGG,DNB W EGG,34,189.000,PC,12.000,18.110,9.333333,1,IRIGA
BDS38,TOWER BURGER,TOWER BURGER,34,399.000,PC,12.000,42.750,9.333333,1,IRIGA
BDS39,TAPSILOG,TAPSILOG,34,249.000,PC,12.000,18.110,9.333333,1,IRIGA
BDS40,GOTO EGG,GOTO EGG,34,109.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS41,GOTO,GOTO,34,89.000,PC,12.000,9.540,9.333333,1,IRIGA
BDS42,FRANKS N EGG,FRANKS N EGG,34,229.000,PC,12.000,15.960,9.333333,1,IRIGA
BDS43,COUNTRY BFAST,COUNTRY BFAST,34,259.000,PC,12.000,20.250,9.333333,1,IRIGA
BDS44,AMERICAN SLAM,AMERICAN SLAM,34,269.000,PC,12.000,21.320,9.333333,1,IRIGA
BDS45,SEVEN UP CAN,SEVEN UP CAN,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS46,PJ,PJ,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS47,PEPSI REG CAN,PEPSI REG CAN,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS48,PEPSI BLCK CAN,PEPSI BLCK CAN,34,79.000,PC,12.000,8.460,9.333333,1,IRIGA
BDS49,MUG ROOT BEER,MUG ROOT BEER,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS50,MOUNTAIN DEW C,MOUNTAIN DEW C,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS51,MIRINDA CAN,MIRINDA CAN,34,79.000,PC,12.000,8.460,9.333333,1,IRIGA
BDS52,BUFFALO SOLO,BUFFALO SOLO,34,199.000,PC,12.000,21.320,9.333333,1,IRIGA
BDS53,BT-MAC,BT-MAC,34,189.000,PC,12.000,19.180,9.333333,1,IRIGA
BDS54,SALISBURY STEAK,SALISBURY STEA,34,279.000,PC,12.000,25.610,9.333333,1,IRIGA
BDS55,CHICKEN SALISBURY STEAK,CHICKEN SALISB,34,279.000,PC,12.000,25.610,9.333333,1,IRIGA
BDS56,SMOKED CHICKEN,SMOKED CHICKEN,34,289.000,PC,12.000,30.960,9.333333,1,IRIGA
BDS57,GOTO LARGER,GOTO LARGER,34,89.000,PC,12.000,9.540,9.333333,1,IRIGA
BDS58,TOSILOG,TOSILOG,34,239.000,PC,12.000,17.040,9.333333,1,IRIGA
BDS59,ITALIAN SPAGHETTI,ITALIAN SPAGHE,34,89.000,PC,12.000,9.540,9.333333,1,IRIGA
BDS60,SPAG W  PIZZA PREAD,SPAG PBRD,34,119.000,PC,12.000,12.750,9.333333,1,IRIGA
BDS61,CARBO W  PIZZA BREAD,CARBO W  PIZZA,34,199.000,PC,12.000,21.320,9.333333,1,IRIGA
BDS62,CARBONARA PLATTER,CARBONARA PLAT,34,239.000,PC,12.000,25.610,9.333333,1,IRIGA
BDS63,CALIFORNIA TUNA SANDWICH,TUNA SND,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS64,BREWED COFFEE,BREWED COFFEE,34,89.000,PC,12.000,9.540,9.333333,1,IRIGA
BDS65,MIRINDA IN CAN,MIRINDA IN CAN,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS66,ICED TEA,ICED TEA,34,79.000,PC,12.000,8.460,9.330000,1,IRIGA
BDS67,AQUAFINA,AQUAFINA,34,39.000,PC,12.000,4.180,9.333333,1,IRIGA
BDS68,MINERAL WATER,MINERAL WATER,34,39.000,PC,12.000,4.180,9.333333,1,IRIGA
BDS70,BERRIES CHEESECAKE,BERRIES CHEESE,34,179.000,PC,12.000,15.960,9.333333,1,IRIGA
BDS71,CARROT CAKE MNI,CARROT CAKE MN,34,179.000,PC,12.000,17.040,9.333333,1,IRIGA
BDS72,PYSCHOCOLATE CAKE,PYSCHOCOLATE C,34,179.000,PC,12.000,15.960,9.333333,1,IRIGA
BDS73,MANGO GRAHAM SHAKE,MANGO GRAHAM S,34,119.000,PC,12.000,12.750,9.333333,1,IRIGA
BDS74,RIPE MANGO SHAKE,RIPE MANGO SHA,34,119.000,PC,12.000,12.750,9.333333,1,IRIGA
BDS75,CREAMY MACARONI SALAD,CREAMY MACARON,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS76,SOUTHWEST SALAD,SOUTHWEST SALA,34,179.000,PC,12.000,15.960,9.333333,1,IRIGA
BDS77,NENAS HARVEST,NENAS HARVEST,34,179.000,PC,12.000,15.960,9.333333,1,IRIGA
BDS78,CRAB N CORN,CRAB N CORN,34,55.000,PC,12.000,5.890,9.333333,1,IRIGA
BDS79,COLESLAW,COLESLAW,34,49.000,PC,12.000,5.250,9.333333,1,IRIGA
BDS80,KIMCHI,KIMCHI,34,49.000,PC,12.000,5.250,9.333333,1,IRIGA
BDS81,MACARONI SALAD,MACARONI SALAD,34,49.000,PC,12.000,5.250,9.333333,1,IRIGA
BDS82,MASHED POTATO,MASHED POTATO,34,49.000,PC,12.000,5.250,9.333333,1,IRIGA
BDS83,ORIENTAL SALAD,ORIENTAL SALAD,34,49.000,PC,12.000,5.250,9.333333,1,IRIGA
BDS84,VEGETABLE MEDLEY,VEGETABLE MEDL,34,49.000,PC,12.000,5.250,9.333333,1,IRIGA
BDS85,1PC BMP,1PC BMP,34,39.000,PC,12.000,4.180,9.333333,1,IRIGA
