INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
BL86,SB TANGUIGUE30,SB TANGUIGUE30,7,30.000,PC,12.000,3.210,9.333333,1,BMC
MP152,FREEBRWDCOF,FREEBRWDCOF,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP153,TOUNLIBRWD,TOUNLIBRWD,37,29.000,PC,12.000,3.110,9.333333,1,BMC
MP154,SB FREEBRWDCOF,SB FREEBRWDCOF,37,99.000,PC,12.000,10.610,9.330000,1,BMC
GB1,GO BEEF SLPCAO,GO BEEF SLPCAO,9,392.000,PC,12.000,37.390,9.333333,1,BMC
GB2,GO TUNA SLPCAO,GO TUNA SLPCAO,9,427.000,PC,12.000,30.960,9.333333,1,BMC
GB3,GO SPAG P BREAD,GO SPAG P BREA,9,174.000,PC,12.000,17.040,9.333333,1,BMC
GB4,GO SPAG PLATTER,GO SPAG PLATTE,9,297.000,PC,12.000,28.820,9.333333,1,BMC
GB5,GO CARBO,GO CARBO,9,164.000,PC,12.000,15.430,9.333333,1,BMC
GB6,GO CARBO P BREAD,GO CARBO P BRE,9,204.000,PC,12.000,19.180,9.333333,1,BMC
GB7,GO CARBO PLATTER,GO CARBO PLATT,9,328.000,PC,12.000,30.960,9.333333,1,BMC
GB8,GO CARBO CHICKEN,GO CARBO CHICK,9,293.000,PC,12.000,26.680,9.333333,1,BMC
GB9,GO  MAC SALAD,GO  MAC SALAD,9,149.000,PC,12.000,13.820,9.333333,1,BMC
GB10,GO BT MAC,GO BT MAC,9,249.000,PC,12.000,24.540,9.333333,1,BMC
GB11,GO BACON MAC,GO BACON MAC,9,164.000,PC,12.000,13.820,9.333333,1,BMC
GB12,GO BMC CHKN,GO BMC CHKN,9,286.000,PC,12.000,24.540,9.333333,1,BMC
GB13,GO TIPS,GO TIPS,9,383.000,PC,12.000,35.250,9.333333,1,BMC
GB14,GO TOCI,GO TOCI,9,319.000,PC,12.000,30.960,9.333333,1,BMC
GB15,GO TAPA,GO TAPA,9,327.000,PC,12.000,32.040,9.333333,1,BMC
GB16,GO SPAG,GO SPAG,9,144.000,PC,12.000,13.820,9.333333,1,BMC
GB17,GO DT,GO DT,9,268.000,PC,12.000,24.540,9.333333,1,BMC
GB18,GO TUNA SANDWICH,GO TUNA SANDWI,9,149.000,PC,12.000,14.890,9.333333,1,BMC
CHM21,BACON MACNCHEESE w CHICKEN,BACON MACNCHEE,01,256.000,PC,12.000,21.320,9.333333,1,BMC
BL87,TB TKNSS 100OFF,TB TKNSS 100OF,7,349.000,PC,12.000,37.390,9.333333,1,BMC
BL88,TB TCHIP 100OFF,TB TCHIP 100OF,7,349.000,PC,12.000,37.390,9.333333,1,BMC
BL89,TB TSWIT 100OFF,TB TSWIT 100OF,7,349.000,PC,12.000,37.390,9.333333,1,BMC
BL90,TB PJ,TB PJ,7,59.000,PC,12.000,6.320,9.333333,1,BMC
BL91,FREE CRBNCORN,FREE CRBNCORN,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BL92,FREE CB SOUP,FREE CB SOUP,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BL93,FREE CHIXSOUP,FREE CHIXSOUP,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BL94,TB GOTO PL 50%,TB GOTO PL 50%,7,44.500,PC,12.000,4.770,9.333333,1,BMC
BL95,7 CHIX BOX,7 CHIX BOX,7,669.000,PC,12.000,71.680,9.333333,1,BMC
BL96,TB SOUTH 99,TB SOUTH 99,7,99.000,PC,12.000,10.610,9.333333,1,BMC
BL97,SB TXMEX 100,SB TXMEX 100,7,100.000,PC,12.000,10.710,9.333333,1,BMC
BL98,SB GOTO PL BAL 50%,SB GOTO PL BAL,7,44.500,PC,12.000,4.770,9.333333,1,BMC
